automaton,device,traverser,evaluator,layout,reference_impl,x_size,y_size,steps,rounds,warmup_rounds,x_tile_size,y_tile_size,cuda_block_size_x,cuda_block_size_y,seed,word_size,temporal_steps,temporal_tile_size_y,average_time_ms,average_time_per_cell_ps,std_time_ms,rounds_had_same_checksums,checksum
brian,CUDA,simple,tiled_bit_planes,tiled_bit_planes,,16384,16384,128,5,1,0,0,32,4,42,32,0,0,21.851706,0.635968,0.005844,true,1370182-1335317-1332633-1347082-1348520-1322570-1344908-1333174-1321475-1342236-1347135-1335328-1331246-1335809-1337049-1330515
brian,CUDA,temporal,bit_planes,bit_planes,,16320,16440,128,5,1,0,0,32,4,42,32,2,64,16.126880,0.469590,0.003864,true,1348209-1326898-1306555-1345462-1318650-1328386-1334375-1352078-1339908-1324346-1341211-1344577-1327322-1322976-1331697-1338630
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16320,16368,128,5,1,0,0,32,4,42,32,2,64,21.012026,0.614529,0.027567,true,1341146-1317740-1302206-1337643-1311729-1324061-1328751-1348357-1334714-1319727-1332917-1339159-1316915-1314373-1327567-1330667
brian,CUDA,temporal,bit_planes,bit_planes,,16320,16414,126,5,1,0,0,32,4,42,32,3,64,15.294925,0.453150,0.016329,true,1346887-1326076-1309081-1343768-1320194-1330441-1336353-1353468-1339990-1327449-1341491-1346111-1325700-1323003-1331745-1338570
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16320,16368,126,5,1,0,0,32,4,42,32,3,64,19.805959,0.588450,0.004374,true,1343504-1320067-1307609-1339155-1315037-1327199-1332456-1350888-1336608-1325365-1336283-1341871-1319047-1317060-1329187-1332343
brian,CUDA,temporal,bit_planes,bit_planes,,16320,16408,128,5,1,0,0,32,4,42,32,4,64,15.623725,0.455826,0.007193,true,1343452-1323916-1305520-1341733-1316305-1326497-1332441-1350492-1337215-1321649-1336869-1343117-1325342-1320881-1330928-1337175
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16320,16368,128,5,1,0,0,32,4,42,32,4,64,19.619910,0.573814,0.012323,true,1341146-1317740-1302206-1337643-1311729-1324061-1328751-1348357-1334714-1319727-1332917-1339159-1316915-1314373-1327567-1330667
brian,CUDA,temporal,bit_planes,bit_planes,,16320,16416,125,5,1,0,0,32,4,42,32,5,64,15.307853,0.457106,0.036061,true,1347994-1328849-1310234-1345021-1321901-1331629-1338259-1357143-1341987-1329306-1344156-1347057-1325643-1324936-1334024-1339671
brian,CUDA,temporal,tiled_bit_planes,tiled_bit_planes,,16320,16320,125,5,1,0,0,32,4,42,32,5,64,19.291258,0.579442,0.032472,true,1341134-1320950-1305446-1337517-1312134-1325521-1330209-1351999-1333344-1322198-1334874-1338801-1318071-1313656-1327601-1330418
brian,CUDA,temporal,bit_planes,bit_planes,,16320,16432,126,5,1,0,0,32,4,42,32,6,64,15.797747,0.467535,0.040043,true,1350543-1327467-1312891-1346614-1321492-1331438-1337184-1354165-1341079-1329012-1343878-1346856-1328536-1326595-1334514-1338233
